Codigo de hidrante;Distrito;Tipo de Calle;Direccion;Nº;CoordX ETRS89;CoordY ETRS89;Longitud;Latitud;direccion_completa
HI_11_0542;CARABANCHEL;CALLE;MASCARAQUE;16;435688,68;4469721,49;-3.757579;40.375596;CALLE MASCARAQUE, 16
HI_11_0543;CARABANCHEL;CALLE;JACOBEO;1;435287,75;4469351,84;-3.762264;40.372235;CALLE JACOBEO, 1
HI_11_0544;CARABANCHEL;CALLE;SITIO DE EL ESCORIAL;2;435392,78;4469333,73;-3.761025;40.37208;CALLE SITIO DE EL ESCORIAL, 2
HI_11_0545;CARABANCHEL;CALLE;SAN DEOGRACIAS;4;435490,13;4469309,58;-3.759876;40.37187;CALLE SAN DEOGRACIAS, 4
HI_11_0546;CARABANCHEL;CALLE;JOAQUIN TURINA;64;435580,33;4469333,01;-3.758816;40.372088;CALLE JOAQUIN TURINA, 64
HI_11_0547;CARABANCHEL;AVENIDA;POBLADOS;53;435782,49;4470227,77;-3.756525;40.380164;AVENIDA POBLADOS, 53
HI_11_0548;CARABANCHEL;CALLE;ALBOX;1A;436674,32;4469679,26;-3.745965;40.3752911;CALLE ALBOX, 1A
HI_11_0549;CARABANCHEL;CALLE;ALBOX;8;436763,7;4469596,36;-3.744904;40.374551;CALLE ALBOX, 8
HI_11_0550;CARABANCHEL;PASEO;CASTELLANOS;51;436822,06;4469670,69;-3.7442239;40.3752251;PASEO CASTELLANOS, 51
HI_11_0551;CARABANCHEL;CALLE;THADER;11;436870,75;4469565,49;-3.74364;40.3742811;CALLE THADER, 11
HI_11_0552;CARABANCHEL;CALLE;ATLETICO DE MADRID;1;436877,32;4469781,34;-3.743584;40.376226;CALLE ATLETICO DE MADRID, 1
HI_11_0553;CARABANCHEL;CALLE;DATIL;29;436570,4;4469748,85;-3.747196;40.3759101;CALLE DATIL, 29
HI_11_0554;CARABANCHEL;CALLE;DURAZNO;5;436509,96;4469679,54;-3.747901;40.3752811;CALLE DURAZNO, 5
HI_11_0555;CARABANCHEL;CALLE;CHIRIVITA;4;436636,58;4469563,35;-3.746398;40.374244;CALLE CHIRIVITA, 4
HI_11_0556;CARABANCHEL;CALLE;ZARZAMORA;5;436654,26;4469504,92;-3.746184;40.373719;CALLE ZARZAMORA, 5
HI_11_0557;CARABANCHEL;CALLE;ANTONIO RODRIGUEZ;3;436718,44;4469494,5;-3.745427;40.37363;CALLE ANTONIO RODRIGUEZ, 3
HI_11_0558;CARABANCHEL;CALLE;ARTURO MELIDA;2;436782,24;4469418,93;-3.744668;40.3729541;CALLE ARTURO MELIDA, 2
HI_11_0559;CARABANCHEL;CALLE;GUAYABA;2;436575,16;4469417,9;-3.747107;40.3729291;CALLE GUAYABA, 2
HI_11_0560;CARABANCHEL;CALLE;VALERIANA;6;436536,71;4469459,74;-3.747564;40.3733031;CALLE VALERIANA, 6
HI_11_0561;CARABANCHEL;PLAZA;BARRAGAN;11;436368,4;4469534,43;-3.7495539;40.3739631;PLAZA BARRAGAN, 11
HI_11_0562;CARABANCHEL;CALLE;DUQUESA DE TAMAMES;8;436347,07;4469362,66;-3.749788;40.3724141;CALLE DUQUESA DE TAMAMES, 8
HI_11_0563;CARABANCHEL;CALLE;DOCTOR JERONIMO IBORRA;19;436286,02;4469661,79;-3.750537;40.3751041;CALLE DOCTOR JERONIMO IBORRA, 19
HI_11_0564;CARABANCHEL;RONDA;DON BOSCO;1;436254,51;4469710,56;-3.750913;40.375541;RONDA DON BOSCO, 1
HI_11_0565;CARABANCHEL;RONDA;DON BOSCO;8;436130,73;4469730,82;-3.752373;40.3757141;RONDA DON BOSCO, 8
HI_11_0566;CARABANCHEL;RONDA;DON BOSCO;20;436057,49;4469653,85;-3.753228;40.3750151;RONDA DON BOSCO, 20
HI_11_0567;CARABANCHEL;CALLE;POLVORANCA;1;436044;4469485,57;-3.75337;40.3734981;CALLE POLVORANCA, 1
HI_11_0568;CARABANCHEL;CALLE;REDENTOR;23;435962,26;4469328,52;-3.754317;40.372077;CALLE REDENTOR, 23
HI_11_0569;CARABANCHEL;CALLE;REDENTOR;15;435888,69;4469372,55;-3.755188;40.372468;CALLE REDENTOR, 15
HI_11_0570;CARABANCHEL;CAMINO;CRUCES;6;435869,9;4469608,16;-3.755433;40.374589;CAMINO CRUCES, 6
HI_11_0571;CARABANCHEL;CALLE;GUITARRA;1;436078,15;4469368,16;-3.752956;40.372443;CALLE GUITARRA, 1
HI_11_0572;CARABANCHEL;CALLE;JOAQUIN TURINA;4;436167,85;4469462,98;-3.751909;40.3733041;CALLE JOAQUIN TURINA, 4
HI_11_0573;CARABANCHEL;AVENIDA;CARABANCHEL ALTO;11;436172,77;4469342,27;-3.751839;40.372217;AVENIDA CARABANCHEL ALTO, 11
HI_11_0574;CARABANCHEL;PLAZA;EMPERATRIZ;5;436229,19;4469508,41;-3.751191;40.373718;PLAZA EMPERATRIZ, 5
HI_11_0575;CARABANCHEL;CALLE;REAL MADRID;36;437151,06;4469795,03;-3.740361;40.3763701;CALLE REAL MADRID, 36
HI_11_0576;CARABANCHEL;CALLE;MARIA LEJARRAGA;10;437128,98;4469905,89;-3.740632;40.3773671;CALLE MARIA LEJARRAGA, 10
HI_11_0577;CARABANCHEL;CALLE;WITERICO;22;437063,25;4469903,66;-3.741406;40.377342;CALLE WITERICO, 22
HI_11_0578;CARABANCHEL;CALLE;MORENO;1A;437204,46;4470049,45;-3.739757;40.378666;CALLE MORENO, 1A
HI_11_0579;CARABANCHEL;CALLE;MONSEÃ‘OR OSCAR ROMERO;13 B;436932,7;4470309,93;-3.742984;40.380992;CALLE MONSEÃ‘OR OSCAR ROMERO, 13 B
HI_11_0580;CARABANCHEL;PLAZA;PARROQUIA;20;437047,01;4470224,61;-3.741629;40.3802321;PLAZA PARROQUIA, 20
HI_11_0581;CARABANCHEL;CALLE;AMANECER;7;437000,64;4470091,23;-3.742162;40.379027;CALLE AMANECER, 7
HI_11_0582;CARABANCHEL;CALLE;MARIA ODIAGA;6;437141,57;4470122,36;-3.740505;40.3793181;CALLE MARIA ODIAGA, 6
HI_11_0583;CARABANCHEL;CALLE;MARIA ODIAGA;13;437018,23;4470052,01;-3.741951;40.378675;CALLE MARIA ODIAGA, 13
HI_11_0584;CARABANCHEL;CALLE;MARIA ODIAGA;22;436972,72;4470031,41;-3.742485;40.378486;CALLE MARIA ODIAGA, 22
HI_11_0585;CARABANCHEL;CALLE;MARIA ODIAGA;39;436899,09;4469866,19;-3.743336;40.3769921;CALLE MARIA ODIAGA, 39
HI_11_0586;CARABANCHEL;CALLE;ALBA DE TORMES;15;436909,94;4470025,84;-3.743224;40.3784311;CALLE ALBA DE TORMES, 15
HI_11_0587;CARABANCHEL;CALLE;DATIL;1;436366,37;4469846,6;-3.749609;40.3767751;CALLE DATIL, 1
HI_11_0588;CARABANCHEL;CALLE;DATIL;7;436447,83;4469821,37;-3.748647;40.376554;CALLE DATIL, 7
HI_11_0589;CARABANCHEL;CALLE;DIARIO LA NACION;17;436585,59;4469798,45;-3.747022;40.376358;CALLE DIARIO LA NACION, 17
HI_11_0590;CARABANCHEL;PASEO;CASTELLANOS;7;436482,58;4469885,24;-3.748244;40.377132;PASEO CASTELLANOS, 7
HI_11_0591;CARABANCHEL;CALLE;FEDERICO GRASES;12;436538,24;4469920,96;-3.7475919;40.377458;CALLE FEDERICO GRASES, 12
HI_11_0592;CARABANCHEL;CALLE;RODRIGUEZ LAZARO;11 B;436656,8;4469937,05;-3.746197;40.377612;CALLE RODRIGUEZ LAZARO, 11 B
HI_11_0593;CARABANCHEL;CALLE;EL SIGLO FUTURO;7;436772,13;4469902,33;-3.744835;40.377308;CALLE EL SIGLO FUTURO, 7
HI_11_0594;CARABANCHEL;CALLE;ALBA DE TORMES;28;436738,41;4469788,95;-3.745221;40.3762841;CALLE ALBA DE TORMES, 28
HI_11_0595;CARABANCHEL;CALLE;LA EPOCA;23;436804,31;4469972,89;-3.744463;40.3779461;CALLE LA EPOCA, 23
HI_11_0596;CARABANCHEL;CALLE;LA EPOCA;3 B;436623,09;4470036,8;-3.746604;40.378508;CALLE LA EPOCA, 3 B
HI_11_0597;CARABANCHEL;CALLE;EUGENIA DE MONTIJO;55A;436623,48;4470143,7;-3.74661;40.3794711;CALLE EUGENIA DE MONTIJO, 55A
HI_11_0598;CARABANCHEL;CALLE;JACOBINIA;18;436355,11;4469880,22;-3.749745;40.3770771;CALLE JACOBINIA, 18
HI_11_0599;CARABANCHEL;CALLE;JACOBINIA;30;436221,55;4469867,36;-3.7513169;40.376951;CALLE JACOBINIA, 30
HI_11_0600;CARABANCHEL;CALLE;JACOBINIA;56;436048,99;4469911,12;-3.7533539;40.377332;CALLE JACOBINIA, 56
HI_11_0601;CARABANCHEL;CALLE;JACOBINIA;90;435876,99;4470011,39;-3.7553901;40.3782221;CALLE JACOBINIA, 90
HI_11_0602;CARABANCHEL;CALLE;CONSUELO GUZMAN;11;436037,65;4469806,76;-3.753477;40.376391;CALLE CONSUELO GUZMAN, 11
HI_11_0603;CARABANCHEL;CALLE;PARQUE EUGENIA DE MONTIJO;22;436094,38;4470097,23;-3.7528379;40.379012;CALLE PARQUE EUGENIA DE MONTIJO, 22
HI_11_0604;CARABANCHEL;CALLE;PARQUE EUGENIA DE MONTIJO;5;436170,84;4470173,95;-3.751945;40.379709;CALLE PARQUE EUGENIA DE MONTIJO, 5
HI_11_0605;CARABANCHEL;CALLE;PARQUE EUGENIA DE MONTIJO;82;436247,82;4470212,48;-3.751042;40.380062;CALLE PARQUE EUGENIA DE MONTIJO, 82
HI_11_0606;CARABANCHEL;CALLE;PINGÃœINO;21;436265,59;4470125,08;-3.750824;40.379276;CALLE PINGÃœINO, 21
HI_11_0607;CARABANCHEL;AVENIDA;NUESTRA SEÃ‘ORA DE FATIMA;89;436438,98;4470169,57;-3.7487859;40.3796901;AVENIDA NUESTRA SEÃ‘ORA DE FATIMA, 89
HI_11_0608;CARABANCHEL;AVENIDA;NUESTRA SEÃ‘ORA DE FATIMA;83;436472,5;4470268,41;-3.7484009;40.380583;AVENIDA NUESTRA SEÃ‘ORA DE FATIMA, 83
HI_11_0609;CARABANCHEL;CALLE;SALVADOR DEL MUNDO;3;436541,09;4470148,39;-3.747581;40.3795071;CALLE SALVADOR DEL MUNDO, 3
HI_11_0610;CARABANCHEL;CALLE;GENERAL RICARDOS;274;436748,42;4470281,73;-3.745152;40.380724;CALLE GENERAL RICARDOS, 274
HI_11_0611;CARABANCHEL;CALLE;SAN MELITON;6;436639,59;4470261,45;-3.746432;40.380533;CALLE SAN MELITON, 6
HI_11_0612;CARABANCHEL;CALLE;SONSECA;3;436565,15;4470242,87;-3.747307;40.38036;CALLE SONSECA, 3
HI_11_0613;CARABANCHEL;CALLE;EUGENIA DE MONTIJO;80;436531,38;4470053,45;-3.7476859;40.3786511;CALLE EUGENIA DE MONTIJO, 80
HI_11_0614;CARABANCHEL;AVENIDA;NUESTRA SEÃ‘ORA DE FATIMA;102;436445,4;4469986,02;-3.748692;40.3780371;AVENIDA NUESTRA SEÃ‘ORA DE FATIMA, 102
HI_11_0615;CARABANCHEL;CALLE;CODORNIZ;17;436326,51;4470361,23;-3.75013;40.381408;CALLE CODORNIZ, 17
HI_11_0616;CARABANCHEL;AVENIDA;NUESTRA SEÃ‘ORA DE FATIMA;81;436487,83;4470295,26;-3.748223;40.3808261;AVENIDA NUESTRA SEÃ‘ORA DE FATIMA, 81
HI_11_0617;CARABANCHEL;AVENIDA;NUESTRA SEÃ‘ORA DE FATIMA;45;436619,74;4470666,13;-3.746706;40.3841771;AVENIDA NUESTRA SEÃ‘ORA DE FATIMA, 45
HI_11_0618;CARABANCHEL;AVENIDA;NUESTRA SEÃ‘ORA DE FATIMA;67;436539,08;4470523,28;-3.747642;40.3828841;AVENIDA NUESTRA SEÃ‘ORA DE FATIMA, 67
HI_11_0619;CARABANCHEL;CALLE;MONSEÃ‘OR OSCAR ROMERO;77;436236,62;4470462,79;-3.751199;40.3823161;CALLE MONSEÃ‘OR OSCAR ROMERO, 77
HI_11_0620;CARABANCHEL;CALLE;FERNANDO DELGADO;6 D;436432,99;4470555,14;-3.748895;40.383163;CALLE FERNANDO DELGADO, 6 D
HI_11_0621;CARABANCHEL;CALLE;FERNANDO DELGADO;4;436423,49;4470656,35;-3.749017;40.384074;CALLE FERNANDO DELGADO, 4
HI_11_0622;CARABANCHEL;CALLE;NUESTRA SEÃ‘ORA DE LA LUZ;64;436492,74;4470754,79;-3.748211;40.3849661;CALLE NUESTRA SEÃ‘ORA DE LA LUZ, 64
HI_11_0623;CARABANCHEL;CALLE;NUESTRA SEÃ‘ORA DE LA LUZ;68;436569,89;4470803,86;-3.747307;40.385414;CALLE NUESTRA SEÃ‘ORA DE LA LUZ, 68
HI_11_0624;CARABANCHEL;AVENIDA;NUESTRA SEÃ‘ORA DE FATIMA;29;436713,17;4470783,12;-3.745617;40.3852381;AVENIDA NUESTRA SEÃ‘ORA DE FATIMA, 29
HI_11_0625;CARABANCHEL;CALLE;JUANA UROSA;10;436849,86;4470735,56;-3.744002;40.38482;CALLE JUANA UROSA, 10
HI_11_0626;CARABANCHEL;CALLE;RAMON SERRANO;24;436738,38;4470691,66;-3.745311;40.3844161;CALLE RAMON SERRANO, 24
HI_11_0627;CARABANCHEL;CALLE;VILLARCAYO;23;436744,83;4470520,98;-3.745218;40.382879;CALLE VILLARCAYO, 23
HI_11_0628;CARABANCHEL;CALLE;VILLARCAYO;1;436630,05;4470569,91;-3.746575;40.3833111;CALLE VILLARCAYO, 1
HI_11_0629;CARABANCHEL;CALLE;GENERAL RICARDOS;260;436806,65;4470391,58;-3.7444769;40.381718;CALLE GENERAL RICARDOS, 260
HI_11_0630;CARABANCHEL;CALLE;MONSEÃ‘OR OSCAR ROMERO;39 B;436669,27;4470459,46;-3.746102;40.3823191;CALLE MONSEÃ‘OR OSCAR ROMERO, 39 B
HI_11_0631;CARABANCHEL;CALLE;OCA;108;436821,2;4471091,47;-3.7443749;40.388024;CALLE OCA, 108
HI_11_0632;CARABANCHEL;CALLE;VIA CARPETANA;197;436846,42;4471204,38;-3.744089;40.3890431;CALLE VIA CARPETANA, 197
HI_11_0633;CARABANCHEL;CALLE;JUAN ALONSO;16;436629,45;4470971,54;-3.746622;40.3869291;CALLE JUAN ALONSO, 16
HI_11_0634;CARABANCHEL;CALLE;GUABAIRO;18;436697,27;4470860,51;-3.745812;40.385934;CALLE GUABAIRO, 18
HI_11_0635;CARABANCHEL;AVENIDA;NUESTRA SEÃ‘ORA DE FATIMA;20 B;436738,25;4470817,32;-3.745325;40.3855481;AVENIDA NUESTRA SEÃ‘ORA DE FATIMA, 20 B
HI_11_0636;CARABANCHEL;AVENIDA;NUESTRA SEÃ‘ORA DE FATIMA;13;436835,18;4470876,67;-3.7441889;40.3860901;AVENIDA NUESTRA SEÃ‘ORA DE FATIMA, 13
HI_11_0637;CARABANCHEL;CALLE;EL ESPINAR;5;436766,4;4471014,9;-3.745013;40.3873301;CALLE EL ESPINAR, 5
HI_11_0638;CARABANCHEL;CALLE;ANTOLINA MERINO;13;436875,95;4470820,04;-3.743703;40.385583;CALLE ANTOLINA MERINO, 13
HI_11_0639;CARABANCHEL;CALLE;GENERAL RICARDOS;220;437234,54;4470712,36;-3.739468;40.3846401;CALLE GENERAL RICARDOS, 220
HI_11_0640;CARABANCHEL;CALLE;FRANCOLIN;16;437026,31;4470692,12;-3.7419191;40.384442;CALLE FRANCOLIN, 16
HI_11_0641;CARABANCHEL;CALLE;CAROLINA PAINO;35;436960,11;4470764,05;-3.742706;40.385085;CALLE CAROLINA PAINO, 35
HI_11_0642;CARABANCHEL;CALLE;BATALLA DE TORRIJOS;31;437110,99;4470666,55;-3.740919;40.3842181;CALLE BATALLA DE TORRIJOS, 31
HI_11_0643;CARABANCHEL;CALLE;GENERAL RICARDOS;242;437128,95;4470631,76;-3.7407039;40.383906;CALLE GENERAL RICARDOS, 242
HI_11_0644;CARABANCHEL;CALLE;RAMON SERRANO;5;436909,4;4470617,84;-3.743289;40.383764;CALLE RAMON SERRANO, 5
HI_11_0645;CARABANCHEL;CALLE;NUESTRA SEÃ‘ORA DE LA LUZ;14;436908,89;4470548,13;-3.7432881;40.383136;CALLE NUESTRA SEÃ‘ORA DE LA LUZ, 14
HI_11_0646;CARABANCHEL;CALLE;GENERAL RICARDOS;189;436989,58;4470492,95;-3.7423321;40.382645;CALLE GENERAL RICARDOS, 189
HI_11_0647;CARABANCHEL;CALLE;MELISA;3;437067,81;4470477,42;-3.741409;40.3825111;CALLE MELISA, 3
HI_11_0648;CARABANCHEL;CALLE;REINOSA;1;436924,15;4470423,57;-3.743096;40.3820151;CALLE REINOSA, 1
HI_11_0649;CARABANCHEL;CALLE;MELISA;23;437028,62;4470350,2;-3.741858;40.381362;CALLE MELISA, 23
HI_11_0650;CARABANCHEL;CALLE;CASIMIRO ESCUDERO;6;436969,16;4471305,58;-3.742653;40.389964;CALLE CASIMIRO ESCUDERO, 6
HI_11_0651;CARABANCHEL;CALLE;CASIMIRO ESCUDERO;16;436906,58;4471292,68;-3.743389;40.3898431;CALLE CASIMIRO ESCUDERO, 16
HI_11_0652;CARABANCHEL;CALLE;CAMICHI;29;437015,5;4471386,12;-3.742115;40.3906931;CALLE CAMICHI, 29
HI_11_0653;CARABANCHEL;CALLE;CAMICHI;5;437126,46;4471409,28;-3.74081;40.3909101;CALLE CAMICHI, 5
HI_11_0654;CARABANCHEL;CALLE;VIA CARPETANA;153;437002,05;4471503,12;-3.7422851;40.391746;CALLE VIA CARPETANA, 153
HI_11_0655;CARABANCHEL;PASEO;MARCELINO CAMACHO;11;437140,46;4470810,61;-3.740586;40.3855181;PASEO MARCELINO CAMACHO, 11
HI_11_0656;CARABANCHEL;PASEO;MARCELINO CAMACHO;27;437044,02;4470910,55;-3.741732;40.3864111;PASEO MARCELINO CAMACHO, 27
HI_11_0657;CARABANCHEL;CALLE;LAGUNA;54;437017,89;4471185,29;-3.742067;40.3888841;CALLE LAGUNA, 54
HI_11_0658;CARABANCHEL;CALLE;BRUNO GARCIA;10;436930,73;4471186,79;-3.743094;40.388891;CALLE BRUNO GARCIA, 10
HI_11_0659;CARABANCHEL;CALLE;OCA;89;436945,75;4471105,19;-3.742909;40.3881571;CALLE OCA, 89
HI_11_0660;CARABANCHEL;CALLE;DOCTOR URQUIOLA;10;436905,59;4471054,24;-3.7433771;40.387695;CALLE DOCTOR URQUIOLA, 10
HI_11_0661;CARABANCHEL;PASEO;MARCELINO CAMACHO;39;436914,84;4470982,45;-3.743261;40.387049;PASEO MARCELINO CAMACHO, 39
HI_11_0662;CARABANCHEL;CALLE;DOLORES COCA;13;436928,16;4470910,85;-3.743097;40.386405;CALLE DOLORES COCA, 13
HI_11_0663;CARABANCHEL;CALLE;CLEMENTE ALONSO;7;437031,49;4470812,96;-3.74187;40.385531;CALLE CLEMENTE ALONSO, 7
HI_11_0664;CARABANCHEL;CALLE;CALDERILLA;22;437135,82;4468330,31;-3.7403961;40.363174;CALLE CALDERILLA, 22
HI_11_0665;CARABANCHEL;CALLE;TRESETA;35;437098,64;4468401,67;-3.740841;40.3638141;CALLE TRESETA, 35
HI_11_0666;CARABANCHEL;CALLE;CATORCE OLIVAS;10;436988,03;4468435,79;-3.742147;40.3641131;CALLE CATORCE OLIVAS, 10
HI_11_0667;CARABANCHEL;CALLE;VIA LUSITANA;55;437136,86;4468748,69;-3.740425;40.3669431;CALLE VIA LUSITANA, 55
HI_11_0668;CARABANCHEL;AVENIDA;POBLADOS;120;438466,08;4469450,56;-3.7248379;40.373365;AVENIDA POBLADOS, 120
HI_11_0669;CARABANCHEL;CALLE;VENTURA DIAZ BERNARDO;3;438351,02;4469220,5;-3.7261709;40.371284;CALLE VENTURA DIAZ BERNARDO, 3
HI_11_0670;CARABANCHEL;CALLE;PINAR DE SAN JOSE;23 E;434816,5;4468153,27;-3.767692;40.3614011;CALLE PINAR DE SAN JOSE, 23 E
HI_11_0671;CARABANCHEL;CALLE;TORTA;5;434818,71;4468291,45;-3.7676801;40.362646;CALLE TORTA, 5
HI_11_0672;CARABANCHEL;AVENIDA;PESETA;76;436110,27;4468203,2;-3.752461;40.361951;AVENIDA PESETA, 76
HI_11_0673;CARABANCHEL;AVENIDA;CARABANCHEL ALTO;150;435979,55;4468189,67;-3.753999;40.3618191;AVENIDA CARABANCHEL ALTO, 150
HI_11_0674;CARABANCHEL;CALLE;PATRIMONIO DE LA HUMANIDAD;1 E;435781,46;4468072,36;-3.75632;40.3607471;CALLE PATRIMONIO DE LA HUMANIDAD, 1 E
HI_11_0675;CARABANCHEL;AVENIDA;PESETA;50 C;435637,36;4468240,66;-3.758034;40.3622521;AVENIDA PESETA, 50 C
HI_11_0676;CARABANCHEL;CALLE;PINAR DE SAN JOSE;17 A;435109,62;4468368,41;-3.7642619;40.363362;CALLE PINAR DE SAN JOSE, 17 A
HI_11_0677;CARABANCHEL;AVENIDA;PESETA;22;435177,55;4468555,98;-3.763481;40.365057;AVENIDA PESETA, 22
HI_11_0678;CARABANCHEL;AVENIDA;PESETA;33;435273,46;4468432,94;-3.762339;40.3639561;AVENIDA PESETA, 33
HI_11_0679;CARABANCHEL;CALLE;JACOBEO;46;435356,63;4468654,9;-3.761382;40.365962;CALLE JACOBEO, 46
HI_11_0680;CARABANCHEL;CALLE;JACOBEO;43;435509,68;4468471,76;-3.759561;40.3643241;CALLE JACOBEO, 43
HI_11_0681;CARABANCHEL;AVENIDA;PESETA;55;435533,39;4468286,39;-3.759263;40.362656;AVENIDA PESETA, 55
HI_11_0682;CARABANCHEL;CALLE;JACOBEO;45 D;435663,77;4468469,33;-3.757746;40.3643141;CALLE JACOBEO, 45 D
HI_11_0683;CARABANCHEL;CALLE;SALVADOR ALLENDE;2;435677,36;4468608,08;-3.7576;40.3655651;CALLE SALVADOR ALLENDE, 2
HI_11_0684;CARABANCHEL;CALLE;MORALES;2;435838,8;4468601,59;-3.755698;40.365519;CALLE MORALES, 2
HI_11_0685;CARABANCHEL;AVENIDA;CARABANCHEL ALTO;144;435991,44;4468349,08;-3.753875;40.363256;AVENIDA CARABANCHEL ALTO, 144
HI_11_0686;CARABANCHEL;CALLE;DUQUESA DE TAMAMES;77;436446,27;4468643,94;-3.748548;40.3659471;CALLE DUQUESA DE TAMAMES, 77
HI_11_0687;CARABANCHEL;CALLE;LUIS DE ORO;17;436649,65;4468536,1;-3.746142;40.3649911;CALLE LUIS DE ORO, 17
HI_11_0688;CARABANCHEL;CALLE;DOBLA;1;437137,73;4469451,02;-3.740484;40.37327;CALLE DOBLA, 1
HI_11_0689;CARABANCHEL;CALLE;JOAQUIN TURINA;45 B;435312,59;4469396,92;-3.761976;40.372643;CALLE JOAQUIN TURINA, 45 B
HI_11_0690;CARABANCHEL;CALLE;CATORCE OLIVAS;1;437067,62;4468591,86;-3.741225;40.365525;CALLE CATORCE OLIVAS, 1
HI_11_0691;CARABANCHEL;CALLE;CIDRO;22;436522,34;4468562,7;-3.747644;40.365221;CALLE CIDRO, 22
HI_11_0692;CARABANCHEL;CALLE;PATRIMONIO DE LA HUMANIDAD;3;435628,92;4468088,65;-3.758118;40.3608821;CALLE PATRIMONIO DE LA HUMANIDAD, 3
HI_11_0693;CARABANCHEL;CALLE;ATAPUERCA;2;435365,65;4468114,11;-3.761221;40.361091;CALLE ATAPUERCA, 2
HI_11_0694;CARABANCHEL;CALLE;PATRIMONIO DE LA HUMANIDAD;31;435225,98;4468185,25;-3.762873;40.3617211;CALLE PATRIMONIO DE LA HUMANIDAD, 31
HI_11_0695;CARABANCHEL;CALLE;MORALES;29;435138,93;4468027,04;-3.7638821;40.3602891;CALLE MORALES, 29
HI_11_0696;CARABANCHEL;CALLE;CIDRO;17;436616,75;4468611,41;-3.746537;40.365667;CALLE CIDRO, 17
HI_11_0699;CARABANCHEL;CALLE;AGUACATE;16;436454,35;4469327,89;-3.748521;40.372109;CALLE AGUACATE, 16
HI_11_0700;CARABANCHEL;CALLE;EUGENIA DE MONTIJO;91;436257,79;4469636,72;-3.750867;40.3748761;CALLE EUGENIA DE MONTIJO, 91
HI_11_0701;CARABANCHEL;CALLE;CAZALEGAS;5;438471,66;4469738,02;-3.7248;40.375955;CALLE CAZALEGAS, 5
HI_11_0702;CARABANCHEL;CALLE;JOSEFA FERNANDEZ BUTERGA;6;439129,13;4471426,95;-3.7172169;40.391218;CALLE JOSEFA FERNANDEZ BUTERGA, 6
HI_11_0703;CARABANCHEL;CALLE;ANTONIO GONZALEZ PORRAS;33;439027,51;4471393,03;-3.718411;40.390905;CALLE ANTONIO GONZALEZ PORRAS, 33
HI_11_0704;CARABANCHEL;CALLE;CEFEO;9;438972,76;4472311,17;-3.719144;40.3991721;CALLE CEFEO, 9
HI_11_0705;CARABANCHEL;CALLE;EDUARDO MORALES;13;437416,44;4471189,28;-3.737372;40.3889501;CALLE EDUARDO MORALES, 13
HI_11_0706;CARABANCHEL;CALLE;MORALES;13;435823,13;4468436,33;-3.7558659;40.3640291;CALLE MORALES, 13
HI_11_0707;CARABANCHEL;CALLE;ANTONIA RODRIGUEZ SACRISTAN;43;436831,14;4469408,86;-3.7440911;40.3728671;CALLE ANTONIA RODRIGUEZ SACRISTAN, 43
HI_11_0708;CARABANCHEL;PLAZA;SEIS DE DICIEMBRE;5;436343,32;4469500,67;-3.749846;40.373657;PLAZA SEIS DE DICIEMBRE, 5
HI_11_0709;CARABANCHEL;CALLE;ANTONIO GONZALEZ PORRAS;6;439174,38;4471324,46;-3.716674;40.390298;CALLE ANTONIO GONZALEZ PORRAS, 6
HI_11_0710;CARABANCHEL;AVENIDA;PESETA;63;435827,89;4468268;-3.7557929;40.3625131;AVENIDA PESETA, 63
HI_11_0712;CARABANCHEL;CALLE;HERMANDAD;14;438224,74;4470579,81;-3.7277901;40.38352;CALLE HERMANDAD, 14
HI_11_0713;CARABANCHEL;CALLE;OBOLO;39;437173,86;4469080,73;-3.740022;40.369937;CALLE OBOLO, 39
HI_11_0714;CARABANCHEL;CALLE;VERDAD;20;439136,7;4471534,35;-3.717138;40.3921861;CALLE VERDAD, 20
HI_11_0715;CARABANCHEL;CALLE;ALEJANDRO MORAN;48;438026,37;4470786,37;-3.730147;40.3853661;CALLE ALEJANDRO MORAN, 48
HI_11_0716;CARABANCHEL;CALLE;MONSEÃ‘OR OSCAR ROMERO;15B;436961,23;4470249,64;-3.7426419;40.380451;CALLE MONSEÃ‘OR OSCAR ROMERO, 15B
HI_11_0717;CARABANCHEL;AVENIDA;POBLADOS;151;438576,99;4469486,51;-3.723535;40.3736971;AVENIDA POBLADOS, 151
HI_11_0718;CARABANCHEL;AVENIDA;NUESTRA SEÃ‘ORA DE FATIMA;69;436537,75;4470516,41;-3.747657;40.3828221;AVENIDA NUESTRA SEÃ‘ORA DE FATIMA, 69
HI_11_0719;CARABANCHEL;AVENIDA;PESETA;30;435300,44;4468314,11;-3.7620092;40.3628877;AVENIDA PESETA, 30
HI_11_0719;CARABANCHEL;AVENIDA;PESETA;32 A;435304,22;4468317;-3.761965;40.362914;AVENIDA PESETA, 32 A
HI_11_0720;CARABANCHEL;PASEO;MARCELINO CAMACHO;49;436828,86;4471032,69;-3.7442789;40.3874951;PASEO MARCELINO CAMACHO, 49
HI_11_0721;CARABANCHEL;CALLE;EUGENIA DE MONTIJO;66;436648,73;4470197,54;-3.7463179;40.379958;CALLE EUGENIA DE MONTIJO, 66
HI_11_0722;CARABANCHEL;CALLE;OBOLO;14;437076,54;4469159,81;-3.741176;40.3706421;CALLE OBOLO, 14
HI_12_0001;USERA;CALLE;DODGE;2 K;439656,14;4468598,15;-3.71074;40.3657731;CALLE DODGE, 2 K
