Codigo de hidrante;Distrito;Tipo de Calle;Direccion;Nº;CoordX ETRS89;CoordY ETRS89;Longitud;Latitud;direccion_completa
HI_06_0364;TETUAN;AVENIDA;ASTURIAS;33;441046,57;4480057,85;-3.6954266;40.4691071;AVENIDA ASTURIAS, 33
HI_06_0365;TETUAN;CALLE;ALBERDI;52;440099,08;4480111,09;-3.7066076;40.4695189;CALLE ALBERDI, 52
HI_06_0368;TETUAN;CALLE;VILLAAMIL;6;440203,91;4478715,24;-3.7052396;40.4569521;CALLE VILLAAMIL, 6
HI_06_0370;TETUAN;CALLE;SINESIO DELGADO;64;439710,53;4480279,67;-3.7112067;40.4710095;CALLE SINESIO DELGADO, 64
HI_06_0372;TETUAN;PASEO;DIRECCION;352;440471,2;4480230,47;-3.7022295;40.4706211;PASEO DIRECCION, 352
HI_06_0373;TETUAN;CALLE;CEDROS;87;441544,75;4480404,1;-3.6895823;40.4722615;CALLE CEDROS, 87
HI_06_0374;TETUAN;CALLE;SAN AQUILINO;35;441592,97;4480412,69;-3.6890143;40.4723423;CALLE SAN AQUILINO, 35
HI_06_0375;TETUAN;CALLE;VICENTE GACEO;19;441640,23;4480545,96;-3.688469;40.4735461;CALLE VICENTE GACEO, 19
HI_06_0376;TETUAN;CALLE;BRAVO MURILLO;122;440345,45;4477840,59;-3.7034882;40.4490831;CALLE BRAVO MURILLO, 122
HI_06_0377;TETUAN;CALLE;GUINDOS;1;440688,75;4479770,73;-3.6996204;40.4664952;CALLE GUINDOS, 1
HI_06_0378;TETUAN;PLAZA;JOAQUIN DICENTA;1;441135,06;4480379,44;-3.6944127;40.4720104;PLAZA JOAQUIN DICENTA, 1
HI_06_0379;TETUAN;CALLE;ALONSO CASTRILLO;22;440829,9;4478904,72;-3.6978748;40.4587038;CALLE ALONSO CASTRILLO, 22
HI_06_0380;TETUAN;CALLE;BRAVO MURILLO;107;440246,61;4477711,8;-3.7046416;40.4479158;CALLE BRAVO MURILLO, 107
HI_06_0381;TETUAN;CALLE;BRAVO MURILLO;107;440166,92;4477748,19;-3.7055847;40.4482379;CALLE BRAVO MURILLO, 107
HI_06_0382;TETUAN;CALLE;BRAVO MURILLO;107;440140,21;4477752,4;-3.7059;40.4482739;CALLE BRAVO MURILLO, 107
HI_06_0383;TETUAN;PLAZA;CARLOS TRIAS BERTRAN;1;441139,8;4478069;-3.6941425;40.4511973;PLAZA CARLOS TRIAS BERTRAN, 1
HI_06_0384;TETUAN;PASEO;DIRECCION;200;439980,46;4479936,91;-3.7079903;40.4679413;PASEO DIRECCION, 200
HI_06_0385;TETUAN;PASEO;DIRECCION;190;439933,37;4479831,06;-3.7085357;40.4669844;PASEO DIRECCION, 190
HI_06_0386;TETUAN;PASEO;DIRECCION;190;439964,78;4479716,84;-3.7081544;40.4659577;PASEO DIRECCION, 190
HI_06_0387;TETUAN;PASEO;DIRECCION;178;440088,35;4479601,08;-3.706686;40.4649238;PASEO DIRECCION, 178
HI_06_0388;TETUAN;CALLE;MARQUES DE VIANA;101;440198,8;4479488,35;-3.7053727;40.4639162;CALLE MARQUES DE VIANA, 101
HI_06_0389;TETUAN;CALLE;OFELIA NIETO;66;439986,43;4479341,5;-3.7078636;40.462578;CALLE OFELIA NIETO, 66
HI_06_0390;TETUAN;CALLE;CANTUESO;2;440067,18;4479692,81;-3.7069444;40.4657486;CALLE CANTUESO, 2
HI_06_0391;TETUAN;PASEO;DIRECCION;283;440113,46;4480137,26;-3.7064405;40.4697557;PASEO DIRECCION, 283
HI_06_0392;TETUAN;PASEO;DIRECCION;285;440248,38;4480147,21;-3.7048499;40.4698551;PASEO DIRECCION, 285
HI_06_0393;TETUAN;CALLE;TORRES;8;440203,86;4479825,44;-3.7053448;40.4669532;CALLE TORRES, 8
HI_06_0394;TETUAN;CALLE;TORRES;6;440251,91;4479794,84;-3.7047751;40.466681;CALLE TORRES, 6
HI_06_0395;TETUAN;CALLE;SAN AQUILINO;2;441452,95;4479850,65;-3.6906141;40.4672693;CALLE SAN AQUILINO, 2
HI_06_0396;TETUAN;PASEO;DIRECCION;276;440000,82;4480052,94;-3.7077611;40.468988;PASEO DIRECCION, 276
HI_06_0397;TETUAN;PASEO;DIRECCION;338;440384,57;4480174,22;-3.7032461;40.4701082;PASEO DIRECCION, 338
HI_06_0398;TETUAN;PASEO;DIRECCION;352;440449,69;4480214,93;-3.7024818;40.4704796;PASEO DIRECCION, 352
HI_06_0400;TETUAN;PASEO;DIRECCION;372;440564,06;4480362,6;-3.7011465;40.471818;PASEO DIRECCION, 372
HI_06_0401;TETUAN;CALLE;CAPITAN BLANCO ARGIBAY;182;439858,9;4480016,41;-3.7094316;40.4686487;CALLE CAPITAN BLANCO ARGIBAY, 182
HI_06_0402;TETUAN;PASEO;CASTELLANA;85;441358,16;4477771,27;-3.69154;40.4485307;PASEO CASTELLANA, 85
HI_06_0403;TETUAN;CALLE;SINESIO DELGADO;10;440939,06;4480664,83;-3.6967512;40.4745674;CALLE SINESIO DELGADO, 10
HI_06_0404;TETUAN;CALLE;CHUMBERA;17;440060,47;4479171,49;-3.7069743;40.4610519;CALLE CHUMBERA, 17
HI_06_0405;TETUAN;CALLE;GARELLANO;15;440131,19;4477812,71;-3.7060121;40.4488165;CALLE GARELLANO, 15
HI_06_0406;TETUAN;CALLE;SAN AQUILINO;7;441533,22;4480144,85;-3.6896944;40.4699252;CALLE SAN AQUILINO, 7
HI_07_0001;CHAMBERI;CALLE;FERNANDEZ DE LA HOZ;1;441025,08;4475759,68;-3.6952809;40.4303858;CALLE FERNANDEZ DE LA HOZ, 1
HI_07_0002;CHAMBERI;CALLE;BRAVO MURILLO;42;440295,29;4476898,3;-3.7039911;40.4405909;CALLE BRAVO MURILLO, 42
HI_07_0003;CHAMBERI;PASEO;JUAN XXIII;12 B;439037,21;4477502,72;-3.7188823;40.4459445;PASEO JUAN XXIII, 12 B
HI_07_0004;CHAMBERI;CALLE;ISAAC PERAL;58;439076,51;4477025,63;-3.7183731;40.4416496;CALLE ISAAC PERAL, 58
HI_07_0005;CHAMBERI;AVENIDA;REINA VICTORIA;23;440028,08;4477599,32;-3.7072078;40.4468868;AVENIDA REINA VICTORIA, 23
HI_07_0006;CHAMBERI;CALLE;LOMA;1;439303,84;4477395,73;-3.7157282;40.4450002;CALLE LOMA, 1
HI_07_0007;CHAMBERI;AVENIDA;VALLE;13;439219,03;4477215,83;-3.7167109;40.4433734;AVENIDA VALLE, 13
HI_07_0008;CHAMBERI;AVENIDA;VALLE;24;439281,64;4477238,46;-3.7159749;40.4435818;AVENIDA VALLE, 24
HI_07_0009;CHAMBERI;AVENIDA;VALLE;42;438993,49;4477260,18;-3.7193745;40.4437564;AVENIDA VALLE, 42
HI_07_0010;CHAMBERI;CALLE;GENERAL ASENSIO CABANILLAS;25;439191,29;4477393,36;-3.717055;40.4449706;CALLE GENERAL ASENSIO CABANILLAS, 25
HI_07_0011;CHAMBERI;CALLE;JULIAN ROMEA;5;439447,13;4477128,85;-3.7140132;40.4426065;CALLE JULIAN ROMEA, 5
HI_07_0012;CHAMBERI;CALLE;GUZMAN EL BUENO;137;439570,76;4477272,49;-3.7125691;40.4439095;CALLE GUZMAN EL BUENO, 137
HI_07_0013;CHAMBERI;PASEO;SAN FRANCISCO DE SALES;46;439714,99;4477235,2;-3.710865;40.443584;PASEO SAN FRANCISCO DE SALES, 46
HI_07_0014;CHAMBERI;AVENIDA;REINA VICTORIA;55;439585,86;4477523,52;-3.712415;40.4461719;AVENIDA REINA VICTORIA, 55
HI_07_0015;CHAMBERI;CALLE;MARQUES DE LEMA;7;440090,52;4477440,86;-3.7064566;40.4454638;CALLE MARQUES DE LEMA, 7
HI_07_0016;CHAMBERI;CALLE;BRAVO MURILLO;97;440291,24;4477538,96;-3.7040991;40.446362;CALLE BRAVO MURILLO, 97
HI_07_0017;CHAMBERI;CALLE;CRISTOBAL BORDIU;2;440316,77;4477188,34;-3.7037651;40.4432053;CALLE CRISTOBAL BORDIU, 2
HI_07_0018;CHAMBERI;CALLE;CRISTOBAL BORDIU;30;440573,05;4477169,96;-3.7007416;40.4430581;CALLE CRISTOBAL BORDIU, 30
HI_07_0019;CHAMBERI;CALLE;RIOS ROSAS;41;440836,29;4477041,56;-3.6976258;40.4419201;CALLE RIOS ROSAS, 41
HI_07_0020;CHAMBERI;CALLE;ALONSO CANO;87;440854,17;4477235,59;-3.6974331;40.4436693;CALLE ALONSO CANO, 87
HI_07_0021;CHAMBERI;CALLE;AGUSTIN DE BETANCOURT;1;441055,37;4477026,13;-3.6950413;40.4417967;CALLE AGUSTIN DE BETANCOURT, 1
HI_07_0022;CHAMBERI;CALLE;AGUSTIN DE BETANCOURT;13;441031,49;4477258,53;-3.6953444;40.4438886;CALLE AGUSTIN DE BETANCOURT, 13
HI_07_0023;CHAMBERI;CALLE;RIOS ROSAS;20;440461,51;4477043,59;-3.7020449;40.4419117;CALLE RIOS ROSAS, 20
HI_07_0024;CHAMBERI;CALLE;JOSE ABASCAL;6;440500,94;4476656,16;-3.7015437;40.4384244;CALLE JOSE ABASCAL, 6
HI_07_0025;CHAMBERI;CALLE;JOAQUIN MARIA LOPEZ;62;439252,39;4476602,84;-3.716259;40.4378538;CALLE JOAQUIN MARIA LOPEZ, 62
HI_07_0026;CHAMBERI;CALLE;GAZTAMBIDE;65;439333,79;4476559,71;-3.7152952;40.4374712;CALLE GAZTAMBIDE, 65
HI_07_0027;CHAMBERI;CALLE;DONOSO CORTES;80;439404,69;4476452,45;-3.714449;40.4365101;CALLE DONOSO CORTES, 80
HI_07_0028;CHAMBERI;CALLE;ALENZA;24;440606,6;4477429,68;-3.7003703;40.4454001;CALLE ALENZA, 24
HI_07_0029;CHAMBERI;CALLE;MARIA DE GUZMAN;43;440744,02;4477289,97;-3.6987369;40.4441514;CALLE MARIA DE GUZMAN, 43
HI_07_0030;CHAMBERI;CALLE;MODESTO LAFUENTE;90;441013,65;4477514,76;-3.6955786;40.4461955;CALLE MODESTO LAFUENTE, 90
HI_07_0031;CHAMBERI;CALLE;JOAQUIN MARIA LOPEZ;32;439607,4;4476577,46;-3.7120711;40.437651;CALLE JOAQUIN MARIA LOPEZ, 32
HI_07_0032;CHAMBERI;CALLE;VALLEHERMOSO;67;439912,76;4476561,92;-3.7084694;40.4375331;CALLE VALLEHERMOSO, 67
HI_07_0033;CHAMBERI;CALLE;GALILEO;66;439771,01;4476331,2;-3.7101188;40.4354444;CALLE GALILEO, 66
HI_07_0034;CHAMBERI;CALLE;MELQUIADES ALVAREZ;8;439646,84;4476999,03;-3.7116461;40.4414515;CALLE MELQUIADES ALVAREZ, 8
HI_07_0035;CHAMBERI;CALLE;MELENDEZ VALDES;58;439287,17;4476079,71;-3.715799;40.4331437;CALLE MELENDEZ VALDES, 58
HI_07_0036;CHAMBERI;CALLE;ALBERTO AGUILERA;72;439262;4475813,88;-3.7160703;40.4307472;CALLE ALBERTO AGUILERA, 72
HI_07_0037;CHAMBERI;CALLE;ANDRES MELLADO;50;439414,86;4476251,19;-3.71431;40.4346978;CALLE ANDRES MELLADO, 50
HI_07_0038;CHAMBERI;CALLE;VALLEHERMOSO;36;439900,67;4476187,09;-3.7085765;40.4341556;CALLE VALLEHERMOSO, 36
HI_07_0039;CHAMBERI;CALLE;FERNANDEZ DE LOS RIOS;26;440031,31;4476288,74;-3.707046;40.4350808;CALLE FERNANDEZ DE LOS RIOS, 26
HI_07_0040;CHAMBERI;CALLE;RODRIGUEZ SAN PEDRO;50;439474,22;4475935,5;-3.7135801;40.4318583;CALLE RODRIGUEZ SAN PEDRO, 50
HI_07_0041;CHAMBERI;CALLE;MELENDEZ VALDES;30;439654,2;4476061,12;-3.7114703;40.433003;CALLE MELENDEZ VALDES, 30
HI_07_0042;CHAMBERI;CALLE;BLASCO DE GARAY;40;439655,05;4476165,63;-3.7114702;40.4339445;CALLE BLASCO DE GARAY, 40
HI_07_0043;CHAMBERI;CALLE;GENERAL ALVAREZ DE CASTRO;41;440387,88;4476548,23;-3.7028666;40.437444;CALLE GENERAL ALVAREZ DE CASTRO, 41
HI_07_0044;CHAMBERI;CALLE;GARCIA DE PAREDES;2;440295,15;4476510,22;-3.7039563;40.4370949;CALLE GARCIA DE PAREDES, 2
HI_07_0045;CHAMBERI;CALLE;SANTISIMA TRINIDAD;33;440530,94;4476570,17;-3.701182;40.4376519;CALLE SANTISIMA TRINIDAD, 33
HI_07_0046;CHAMBERI;CALLE;SANTISIMA TRINIDAD;28;440542,79;4476573,56;-3.7010426;40.4376833;CALLE SANTISIMA TRINIDAD, 28
HI_07_0047;CHAMBERI;CALLE;GARCIA DE PAREDES;21;440580,46;4476484,54;-3.7005901;40.436884;CALLE GARCIA DE PAREDES, 21
HI_07_0048;CHAMBERI;CALLE;ALONSO CANO;49;440823,65;4476795,32;-3.6977519;40.439701;CALLE ALONSO CANO, 49
HI_07_0049;CHAMBERI;CALLE;ESPRONCEDA;23;440949,66;4476896,32;-3.6962756;40.4406198;CALLE ESPRONCEDA, 23
HI_07_0050;CHAMBERI;CALLE;BRETON DE LOS HERREROS;46;441041,73;4476754,91;-3.695177;40.4393525;CALLE BRETON DE LOS HERREROS, 46
HI_07_0051;CHAMBERI;CALLE;BRETON DE LOS HERREROS;42;440971,99;4476759,76;-3.6959997;40.4393912;CALLE BRETON DE LOS HERREROS, 42
HI_07_0052;CHAMBERI;CALLE;PONZANO;49;440700,65;4476917,69;-3.6992135;40.4407946;CALLE PONZANO, 49
HI_07_0053;CHAMBERI;CALLE;ESPRONCEDA;40;441228,05;4476864,24;-3.6929903;40.4403506;CALLE ESPRONCEDA, 40
HI_07_0054;CHAMBERI;PASEO;CASTELLANA;61;441271,61;4476914,04;-3.6924813;40.4408023;PASEO CASTELLANA, 61
HI_07_0055;CHAMBERI;CALLE;ZURBANO;79;441233,26;4476680,34;-3.6929119;40.4386943;CALLE ZURBANO, 79
HI_07_0056;CHAMBERI;CALLE;RODRIGUEZ SAN PEDRO;10;439939,96;4475905,08;-3.7080867;40.431618;CALLE RODRIGUEZ SAN PEDRO, 10
HI_07_0057;CHAMBERI;CALLE;GARCIA DE PAREDES;45;441071,67;4476461,42;-3.6947967;40.4367107;CALLE GARCIA DE PAREDES, 45
HI_07_0058;CHAMBERI;CALLE;GARCIA DE PAREDES;53;441159,06;4476458,93;-3.6937662;40.4366945;CALLE GARCIA DE PAREDES, 53
HI_07_0059;CHAMBERI;CALLE;MIGUEL ANGEL;33;441365,8;4476584,26;-3.6913404;40.4378381;CALLE MIGUEL ANGEL, 33
HI_07_0060;CHAMBERI;CALLE;BRAVO MURILLO;20;440277,37;4476384,74;-3.7041541;40.4359633;CALLE BRAVO MURILLO, 20
HI_07_0061;CHAMBERI;CALLE;CARDENAL CISNEROS;61;440400,15;4476130,34;-3.7026827;40.4336803;CALLE CARDENAL CISNEROS, 61
HI_07_0062;CHAMBERI;CALLE;TRAFALGAR;24;440531,25;4476091,44;-3.7011335;40.4333393;CALLE TRAFALGAR, 24
HI_07_0063;CHAMBERI;CALLE;SANTA ENGRACIA;73;440714,18;4476299,66;-3.6989964;40.4352281;CALLE SANTA ENGRACIA, 73
HI_07_0064;CHAMBERI;CALLE;SANTA ENGRACIA;55;440771,88;4476111,09;-3.6982985;40.4335335;CALLE SANTA ENGRACIA, 55
HI_07_0065;CHAMBERI;PASEO;GENERAL MARTINEZ CAMPOS;11;440898,15;4476285,31;-3.6968261;40.4351119;PASEO GENERAL MARTINEZ CAMPOS, 11
HI_07_0066;CHAMBERI;CALLE;VIRIATO;58;440909,54;4476340,83;-3.696697;40.4356129;CALLE VIRIATO, 58
HI_07_0067;CHAMBERI;CALLE;JERONIMO DE LA QUINTANA;10;440212,37;4475885,05;-3.7048734;40.4314572;CALLE JERONIMO DE LA QUINTANA, 10
HI_07_0068;CHAMBERI;CALLE;MAGALLANES;3;440159,75;4476054,26;-3.7055097;40.4329777;CALLE MAGALLANES, 3
HI_07_0069;CHAMBERI;CALLE;ARAPILES;13;440138,88;4476065,17;-3.7057567;40.4330745;CALLE ARAPILES, 13
HI_07_0070;CHAMBERI;PLAZA;CONDE DEL VALLE DE SUCHIL;4;440026,97;4475757,26;-3.707047;40.4302926;PLAZA CONDE DEL VALLE DE SUCHIL, 4
HI_07_0071;CHAMBERI;CALLE;BLASCO DE GARAY;3;439615,57;4475782,69;-3.7118992;40.430492;CALLE BLASCO DE GARAY, 3
HI_07_0072;CHAMBERI;GLORIETA;RUIZ JIMENEZ;3;440123,79;4475725,19;-3.7059026;40.4300107;GLORIETA RUIZ JIMENEZ, 3
HI_07_0073;CHAMBERI;CALLE;SANDOVAL;6;440323,88;4475726,36;-3.7035439;40.4300356;CALLE SANDOVAL, 6
HI_07_0074;CHAMBERI;CALLE;ALBURQUERQUE;2;440373,85;4475844,14;-3.7029659;40.4311002;CALLE ALBURQUERQUE, 2
HI_07_0075;CHAMBERI;CALLE;LUCHANA;3;440484,12;4475652,69;-3.7016481;40.4293835;CALLE LUCHANA, 3
HI_07_0076;CHAMBERI;CALLE;TRAFALGAR;23;440546,61;4475960,23;-3.7009402;40.4321584;CALLE TRAFALGAR, 23
HI_07_0077;CHAMBERI;CALLE;TRAFALGAR;9;440574,68;4475878,21;-3.7006016;40.4314215;CALLE TRAFALGAR, 9
HI_07_0078;CHAMBERI;CALLE;FRANCISCO DE ROJAS;8;440663,49;4475637,95;-3.6995322;40.4292635;CALLE FRANCISCO DE ROJAS, 8
HI_07_0079;CHAMBERI;CALLE;MANUEL SILVELA;15;440694,69;4475750,02;-3.6991748;40.4302753;CALLE MANUEL SILVELA, 15
HI_07_0080;CHAMBERI;CALLE;SANTA ENGRACIA;27;440864,78;4475826,75;-3.6971769;40.4309786;CALLE SANTA ENGRACIA, 27
HI_07_0081;CHAMBERI;CALLE;SANTA ENGRACIA;24;440889,98;4475834,78;-3.6968805;40.4310527;CALLE SANTA ENGRACIA, 24
HI_07_0082;CHAMBERI;CALLE;PONZANO;2;440682,97;4476503,45;-3.6993833;40.4370617;CALLE PONZANO, 2
HI_07_0083;CHAMBERI;PASEO;EDUARDO DATO;1;440932,69;4476027,49;-3.6963949;40.4327918;PASEO EDUARDO DATO, 1
HI_07_0084;CHAMBERI;CALLE;RAFAEL CALVO;15;441095,79;4476160,47;-3.6944845;40.4340013;CALLE RAFAEL CALVO, 15
HI_07_0085;CHAMBERI;PASEO;EDUARDO DATO;14;441319,88;4476029,82;-3.6918306;40.4328402;PASEO EDUARDO DATO, 14
HI_07_0086;CHAMBERI;PASEO;GENERAL MARTINEZ CAMPOS;41;441327,66;4476296,48;-3.6917635;40.4352429;PASEO GENERAL MARTINEZ CAMPOS, 41
HI_07_0087;CHAMBERI;PASEO;CASTELLANA;49;441472,98;4476412,32;-3.6900609;40.4362967;PASEO CASTELLANA, 49
HI_07_0088;CHAMBERI;CALLE;GARCIA DE PAREDES;96;441453,51;4476426,76;-3.6902918;40.4364254;CALLE GARCIA DE PAREDES, 96
HI_07_0089;CHAMBERI;CALLE;FORTUNY;49;441457,86;4476151,27;-3.6902151;40.433944;CALLE FORTUNY, 49
HI_07_0090;CHAMBERI;PASEO;CASTELLANA;57;441355,97;4476697,5;-3.6914667;40.4388575;PASEO CASTELLANA, 57
HI_07_0091;CHAMBERI;CALLE;ALMAGRO;11;441185,55;4475715,4;-3.6933851;40.4299983;CALLE ALMAGRO, 11
HI_07_0092;CHAMBERI;CALLE;ALMAGRO;15;441221,35;4475762,87;-3.6929675;40.4304284;CALLE ALMAGRO, 15
HI_07_0093;CHAMBERI;CALLE;ALMAGRO;24;441195,68;4475687,96;-3.6932631;40.4297518;CALLE ALMAGRO, 24
HI_07_0094;CHAMBERI;CALLE;ZURBANO;38;441185,7;4475852,42;-3.693396;40.4312326;CALLE ZURBANO, 38
HI_07_0095;CHAMBERI;CALLE;ALMAGRO;40;441311,74;4475888,12;-3.6919134;40.4315631;CALLE ALMAGRO, 40
HI_07_0096;CHAMBERI;PASEO;CASTELLANA;15;441458,84;4475508,39;-3.6901443;40.4281527;PASEO CASTELLANA, 15
HI_07_0097;CHAMBERI;CALLE;GENOVA;13;441134,54;4475369,4;-3.6939544;40.4268777;CALLE GENOVA, 13
HI_07_0098;CHAMBERI;PASEO;CASTELLANA;43;441544,48;4476319,61;-3.6892094;40.4354666;PASEO CASTELLANA, 43
HI_07_0099;CHAMBERI;PLAZA;SAN JUAN DE LA CRUZ;3;441129,08;4476948,59;-3.694165;40.4411034;PLAZA SAN JUAN DE LA CRUZ, 3
HI_07_0100;CHAMBERI;CALLE;GENERAL ASENSIO CABANILLAS;5;439516,8;4477375,36;-3.7132152;40.4448322;CALLE GENERAL ASENSIO CABANILLAS, 5
HI_07_0101;CHAMBERI;CALLE;GALILEO;7;439729,96;4475834,33;-3.7105556;40.4309655;CALLE GALILEO, 7
HI_07_0102;CHAMBERI;CALLE;MAESTRO ANGEL LLORCA;10;439451,92;4477358,33;-3.7139786;40.4446741;CALLE MAESTRO ANGEL LLORCA, 10
HI_07_0103;CHAMBERI;CALLE;MAESTRO ANGEL LLORCA;8;439449,58;4477312,79;-3.7140018;40.4442637;CALLE MAESTRO ANGEL LLORCA, 8
HI_07_0104;CHAMBERI;CALLE;DONOSO CORTES;50;439683,01;4476433,34;-3.7111659;40.4363582;CALLE DONOSO CORTES, 50
HI_07_0105;CHAMBERI;CALLE;ARAPILES;17;439949,22;4476025,68;-3.7079889;40.4327051;CALLE ARAPILES, 17
HI_07_0106;CHAMBERI;CALLE;GENERAL ALVAREZ DE CASTRO;10;440481,65;4476242,02;-3.7017324;40.4346922;CALLE GENERAL ALVAREZ DE CASTRO, 10
HI_07_0107;CHAMBERI;GLORIETA;QUEVEDO;8;440287,17;4476150,19;-3.7040165;40.433851;GLORIETA QUEVEDO, 8
HI_07_0108;CHAMBERI;CALLE;FRANCISCO DE ROJAS;12;440641,99;4475755,96;-3.6997967;40.430325;CALLE FRANCISCO DE ROJAS, 12
HI_07_0109;CHAMBERI;CALLE;PONZANO;33;440693,23;4476804,77;-3.6992905;40.4397768;CALLE PONZANO, 33
HI_07_0110;CHAMBERI;CALLE;JOSE ABASCAL;41;440955,7;4476648,06;-3.6961813;40.4383838;CALLE JOSE ABASCAL, 41
HI_07_0111;CHAMBERI;CALLE;CEA BERMUDEZ;6;440070,52;4476706,8;-3.7066231;40.4388496;CALLE CEA BERMUDEZ, 6
HI_07_0112;CHAMBERI;CALLE;SOTOMAYOR;1;439737,09;4477492,73;-3.7106289;40.4459055;CALLE SOTOMAYOR, 1
HI_07_0113;CHAMBERI;CALLE;RAIMUNDO FERNANDEZ VILLAVERDE;34;440772,07;4477541,07;-3.6984296;40.4464154;CALLE RAIMUNDO FERNANDEZ VILLAVERDE, 34
HI_07_0114;CHAMBERI;CALLE;ANDRES MELLADO;110;439458,84;4476954,37;-3.7138585;40.4410356;CALLE ANDRES MELLADO, 110
HI_07_0115;CHAMBERI;CALLE;DOMENICO SCARLATTI;11;439163,72;4476969,44;-3.7173395;40.4411498;CALLE DOMENICO SCARLATTI, 11
HI_07_0116;CHAMBERI;PLAZA;MARQUES DE COMILLAS;1;439004,62;4477452,71;-3.7192618;40.4454916;PLAZA MARQUES DE COMILLAS, 1
HI_07_0117;CHAMBERI;CALLE;GENERAL ARRANDO;15;441169,33;4475915,6;-3.6935948;40.4318006;CALLE GENERAL ARRANDO, 15
HI_07_0118;CHAMBERI;AVENIDA;FILIPINAS;48;440090,55;4477018,39;-3.7064164;40.441658;AVENIDA FILIPINAS, 48
HI_07_0119;CHAMBERI;AVENIDA;FILIPINAS;14;439722,12;4476810,43;-3.7107406;40.439758;AVENIDA FILIPINAS, 14
HI_07_0120;CHAMBERI;CALLE;CEA BERMUDEZ;40;439702,15;4476728,39;-3.7109683;40.4390175;CALLE CEA BERMUDEZ, 40
HI_07_0121;CHAMBERI;CALLE;VALLEHERMOSO;99;439935,78;4476901,1;-3.7082301;40.4405903;CALLE VALLEHERMOSO, 99
HI_07_0122;CHAMBERI;CALLE;ZURBANO;73;441223,62;4476563,61;-3.6930147;40.437642;CALLE ZURBANO, 73
HI_07_0123;CHAMBERI;CALLE;JOSE ABASCAL;16;440670,51;4476644,47;-3.6995434;40.4383312;CALLE JOSE ABASCAL, 16
HI_07_0124;CHAMBERI;CALLE;MIGUEL ANGEL;25;441359,14;4476458,57;-3.6914073;40.4367053;CALLE MIGUEL ANGEL, 25
HI_07_0125;CHAMBERI;CALLE;AGUSTIN DE BETANCOURT;6;441069,94;4477356,73;-3.6949002;40.4447759;CALLE AGUSTIN DE BETANCOURT, 6
HI_07_0126;CHAMBERI;CALLE;MAUDES;49;440977,46;4477391,45;-3.6959939;40.4450821;CALLE MAUDES, 49
HI_07_0127;CHAMBERI;CALLE;VIRIATO;73;441064,08;4476342,02;-3.6948752;40.4356346;CALLE VIRIATO, 73
HI_07_0128;CHAMBERI;CALLE;JOSE ABASCAL;44;441102,79;4476613,17;-3.6944439;40.4380799;CALLE JOSE ABASCAL, 44
HI_07_0129;CHAMBERI;CALLE;FERNANDEZ DE LA HOZ;76;441110,29;4476770,85;-3.6943701;40.4395009;CALLE FERNANDEZ DE LA HOZ, 76
HI_07_0130;CHAMBERI;CALLE;BRAVO MURILLO;49;440266,84;4476782,73;-3.7043157;40.4395478;CALLE BRAVO MURILLO, 49
HI_07_0131;CHAMBERI;CALLE;RAMIRO II;7;440223,54;4477194,68;-3.7048649;40.4432557;CALLE RAMIRO II, 7
HI_07_0132;CHAMBERI;CALLE;FERNANDEZ DE LA HOZ;1;441021,66;4475702,23;-3.6953159;40.429868;CALLE FERNANDEZ DE LA HOZ, 1
HI_07_0133;CHAMBERI;CALLE;ALMAGRO;7A;441126,47;4475647,6;-3.6940753;40.4293833;CALLE ALMAGRO, 7A
HI_07_0134;CHAMBERI;CALLE;CRISTOBAL BORDIU;29;440713,58;4477172,69;-3.6990849;40.4430927;CALLE CRISTOBAL BORDIU, 29
HI_07_0135;CHAMBERI;CALLE;ESPRONCEDA;17;440849,84;4476903,5;-3.6974532;40.4406774;CALLE ESPRONCEDA, 17
HI_07_0136;CHAMBERI;CALLE;BRAVO MURILLO;68;440306,12;4477299,63;-3.7039011;40.4442071;CALLE BRAVO MURILLO, 68
HI_07_0137;CHAMBERI;CALLE;VIRTUDES;14;440749,74;4476552,99;-3.6986007;40.4375127;CALLE VIRTUDES, 14
HI_07_0138;CHAMBERI;CALLE;PONCE DE LEON;11;440779,96;4476402,97;-3.6982305;40.4361634;CALLE PONCE DE LEON, 11
HI_07_0139;CHAMBERI;CALLE;ALONSO CANO;4;440801,43;4476325,44;-3.6979701;40.4354665;CALLE ALONSO CANO, 4
HI_07_0140;CHAMBERI;CALLE;VIRIATO;39;440650;4476371,33;-3.6997597;40.4358691;CALLE VIRIATO, 39
HI_07_0141;CHAMBERI;CALLE;GARCIA DE PAREDES;27;440716,1;4476471,29;-3.6989897;40.4367743;CALLE GARCIA DE PAREDES, 27
HI_07_0142;CHAMBERI;CALLE;MARQUES DEL RISCAL;5;441327,71;4475786,78;-3.6917158;40.4306513;CALLE MARQUES DEL RISCAL, 5
HI_07_0143;CHAMBERI;PASEO;CASTELLANA;25;441496,95;4475693,49;-3.6897121;40.4298229;PASEO CASTELLANA, 25
HI_07_0144;CHAMBERI;CALLE;FORTUNY;1;441372,56;4475506,96;-3.6911613;40.4281337;CALLE FORTUNY, 1
HI_07_0145;CHAMBERI;CALLE;FERNANDO EL SANTO;18;441301,6;4475498,24;-3.691997;40.4280502;CALLE FERNANDO EL SANTO, 18
HI_07_0146;CHAMBERI;CALLE;GENOVA;21;441219,17;4475312,91;-3.6929515;40.4263748;CALLE GENOVA, 21
